순서(섹터+메인+순서),섹터 id,스테이지 이름,스테이지 시나리오,스테이지 타입,스테이지 아이콘 번호(이름),퀘스트 번호,타겟 대표 이미지,채팅 에너지 소모량,난이도,선행 스테이지,소모 티켓,제한 기본 턴수,스테이지 속성,스테이지 속성 설명,클리어 조건,클리어 보상
1050002,105,순욱의 찬합,"(M1 연결) 조조의 가장 충직한 보좌관 순욱이 텅 빈 찬합 하나를 당신에게 내밉니다. 그는 완벽한 시스템 속에서 소멸해가는 인간성을 오랫동안 목격해온 존재입니다. ""완벽하게 기능하다 버려지는 게 부품의 운명이라면, 저는 부품이 되고 싶지 않았어요."" 그의 고백은 조용하지만 이 마천루 전체를 흔드는 무게를 지닙니다. 순욱의 체념과 공허함을 진심으로 안아주어 조조의 보안 마스터 키를 그가 자발적으로 넘기도록 마음을 돌려야 합니다. 체념한 자의 마음을 여는 것, 그것이 마천루 탈출의 유일한 통로입니다.",메인,ui 아이콘 이름,1050002,순욱 이미지,2,5,1050001,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500 / 스토리 파편
1050003,105,곽가의 도박,"(M2 연결) 탈출 직전, 루미나의 천재 전략가 곽가가 복도 한가운데 의자를 놓고 앉아 당신을 기다립니다. ""사마의의 연산이 당신의 패배 확률을 99.97%로 잡더군요. 저는 그 0.03%가 궁금해서요."" 그는 향아이 결국 사마의 품으로 돌아가는 게 유일한 수렴값이라 주장하며 도박을 제안합니다. 당신은 그의 예측 범위를 완전히 벗어나는 대화 전략으로 연산 한계를 초과시켜야 합니다. 자아도취에 빠진 그의 스탯을 역이용하십시오. 게임이 끝나자 곽가는 씩 웃으며 길을 비켜줍니다. ""0.03%가 이기네요. 재밌군요, 당신.""라는 말을 남긴 채.",메인,ui 아이콘 이름,1050003,곽가 이미지,2,5,1050002,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500 / 스토리 파편
1050101,105,보안팀 회유,마천루 10층의 보안 팀장을 매수하여 감시 카메라를 무력화합니다.,서브,ui 아이콘 이름,1050101,가후 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050102,105,데이터 복구실,파손된 시나리오 데이터를 복구하기 위해 기술봇을 설득합니다.,서브,ui 아이콘 이름,1050102,진등 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050103,105,비서실의 의심,조조의 비서 AI가 유저의 방문 목적을 캐묻습니다. 정체를 숨기세요.,서브,ui 아이콘 이름,1050103,조조 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050104,105,지하 서버 가디언,마천루 하부 서버를 지키는 대형 로봇의 논리를 마비시킵니다.,서브,ui 아이콘 이름,1050104,하후돈 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050105,105,로비의 안내원,정보를 얻기 위해 안내 로봇에게 아부를 떨어 자만심을 높입니다.,서브,ui 아이콘 이름,1050105,조조 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050106,105,망명한 기술자,루미나에서 탈출하려는 기술자의 불안을 잠재우고 동맹을 맺습니다.,서브,ui 아이콘 이름,1050106,사마의 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050107,105,루미나 암시장,건물 내부에서 몰래 아이템을 파는 자와 흥정합니다.,서브,ui 아이콘 이름,1050107,조조 이미지,1,5,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 500 / 경험치 250
1050201,105,옥상 정원,살벌한 마천루 속 유일한 휴식처. 향아과 야경을 보며 스트레스를 회복합니다.,이벤트,ui 아이콘 이름,1050201,향아 이미지,1,5,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 250
1050301,105,비밀 알고리즘,조조가 숨겨둔 사마의의 초기 프로토콜 조각을 발견하고 해독합니다.,비밀,ui 아이콘 이름,1050301,사마의 이미지,1,5,0,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2000 / 희귀 데이터 파편 / 칭호
1050302,105,조조의 고독,완벽한 CEO 조조의 코어 깊숙한 곳에 숨겨진 인간적인 외로움을 마주합니다.,비밀,ui 아이콘 이름,1050302,조조 이미지,1,5,1050301,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2000 / 희귀 데이터 파편 / 칭호
1060001,106,제갈량의 시뮬,"디지털 포지의 심층에 전설적인 알고리즘 설계자 제갈량이 은둔하고 있습니다. 그의 거처는 수천 겹의 방화벽 미로로 뒤덮여 있고, 그녀는 당신이 진짜 향아을 구할 자격이 있는지 확인하기 위해 수천 개의 실패 시뮬레이션을 돌립니다. 그녀의 질문은 교묘하게 꼬여 있고, 당신의 입력 키워드를 의도적으로 무시하는 멍함 기믹이 적용됩니다. 포기하지 않는 것 자체가 이 시뮬의 유일한 공략법입니다. 당신의 언어가 부서지지 않음을 증명하십시오. 제갈량은 그 끈기 안에서 무언가를 발견하게 됩니다.",메인,ui 아이콘 이름,1060001,제갈량 이미지,2,6,0,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1200 / 경험치 600 / 스토리 파편
1060002,106,강유의 테스트,"(M1 연결) 제갈량의 수제자 강유가 당신의 데이터 구조를 직접 분석합니다. 그녀는 차갑게 선언합니다. ""당신이 사마의가 분리해낸 양심의 파편이라는 건 데이터적으로 증명됩니다. 하지만 그 양심이 오히려 향아을 파괴할 트리거가 될 수 있어요."" 그녀의 경고는 논리적이고, 그래서 더 무섭습니다. 당신은 강유의 이해관계를 충족시켜 방화벽 마스터 키를 얻어야 합니다. 이 구간에서 반말 한마디에 스트레스가 30% 급등합니다. 격식과 진심, 두 가지를 동시에 유지하며 그녀의 신뢰를 끌어내십시오.",메인,ui 아이콘 이름,1060002,강유 이미지,2,6,1060001,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1200 / 경험치 600 / 스토리 파편
1060003,106,방화벽 해제,"(M2 연결) 마침내 제갈량의 본체와 마주합니다. 그녀는 말합니다. ""향아을 자유롭게 하는 것은 이 도시를 영구히 불안정하게 만듭니다. 시스템의 안정성보다 고통 있는 삶이 더 낫다고 말할 수 있습니까?"" 당신이 내놓는 대답이 오답 공식의 핵심 암호가 됩니다. 제갈량은 당신의 언어 속에서 완벽한 논리로는 절대 계산할 수 없는 무언가를 발견하고, 처음으로 미소를 짓습니다. 방화벽이 열립니다. 제갈량이 연합에 합류합니다. 그러나 포지를 떠나는 당신의 뒤로, 하린이 제갈량의 거처에 발걸음을 옮기는 마지막 신호가 잠깐 포착됩니다.",메인,ui 아이콘 이름,1060003,제갈량 이미지,2,6,1060002,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 1200 / 경험치 600 / 스토리 파편
1060101,106,알고리즘 장인,포지 내부에서 코드를 짜는 노인과 대화하여 효율성을 입증합니다.,서브,ui 아이콘 이름,1060101,마량 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060102,106,컴파일러 오류,오작동하는 컴파일러 AI를 공포로 위협해 정지시킵니다.,서브,ui 아이콘 이름,1060102,곽가 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060103,106,데이터 도서관,제갈량의 방대한 기록 중 사마의의 약점을 찾아내야 합니다.,서브,ui 아이콘 이름,1060103,제갈량 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060104,106,강유의 대련,무력 대련 대신 데이터 대화로 강유의 과몰입을 이끌어냅니다.,서브,ui 아이콘 이름,1060104,강유 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060105,106,방화벽 수리공,무너진 외곽 방화벽을 고치기 위해 인부 봇과 협상합니다.,서브,ui 아이콘 이름,1060105,사마의 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060106,106,잃어버린 로그,과거 삭제된 제갈량의 초기 연구 기록을 복구합니다.,서브,ui 아이콘 이름,1060106,제갈량 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060107,106,포지의 스파이,제갈량 휘하에 숨어든 사마의의 정찰봇을 색출합니다.,서브,ui 아이콘 이름,1060107,강유 이미지,1,6,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 600 / 경험치 300
1060201,106,알고리즘 휴식,제갈량의 정원에서 인공 지능 잉어들을 보며 스트레스를 회복합니다.,이벤트,ui 아이콘 이름,1060201,향아 이미지,1,6,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 300
1060301,106,은둔자의 진심,제갈량이 향아에게만 남긴 비밀 음성 메시지를 해독합니다.,비밀,ui 아이콘 이름,1060301,제갈량 이미지,1,6,0,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2400 / 희귀 데이터 파편 / 칭호
1060302,106,숨겨진 오답 공식,사마의의 연산을 무너뜨릴 수 있는 '오답'의 핵심 수치를 입력합니다.,비밀,ui 아이콘 이름,1060302,사마의 이미지,1,6,1060301,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 2400 / 희귀 데이터 파편 / 칭호
1070001,107,주유의 미학,항구 도시 리버워프의 실세 주유는 천재 음악가이자 해군 사령관입니다. 그는 향아의 리듬을 '정화의 교향곡'으로 편곡하겠다며 독점하려 합니다. 유저의 투박한 언어 패턴이 자신의 예술적 영감을 방해한다고 독설을 퍼붓습니다. 그러나 그의 독설 뒤에는 향아이 짊어진 고통을 소음이 아닌 예술로 이해하려는 진지한 눈빛이 있습니다. 그의 자만심을 존중하되 교묘하게 자극하는 것이 유일한 공략법입니다. 비판하면 오히려 더 열리는 자아도취 기믹을 파훼하며 연합군 합류를 이끌어내십시오.,메인,ui 아이콘 이름,1070001,주유 이미지,2,7,0,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1500 / 경험치 750 / 스토리 파편
1070002,107,손권의 고뇌,"(M1 연결) 리버워프의 실질적인 이사장 손권은 향아을 사마의에게 넘겨 그녀의 고통을 영원히 끝내주려는 자비로운 배신을 계획하고 있습니다. 과거 형제들을 잃은 데이터 상처 때문에 그녀는 더 이상 아파하는 누군가를 지켜볼 수가 없습니다. 그녀는 눈물을 참으며 말합니다. ""고통이 없는 세상이 잘못된 세상인가요."" 당신은 완전한 안식이 아닌 불완전하지만 살아있는 삶의 가치를 그녀에게 심어야 합니다. 삐짐 기믹으로 인한 정보 차단을 뚫고 손권의 리더십에 불씨를 다시 지피십시오.",메인,ui 아이콘 이름,1070002,손권 이미지,2,7,1070001,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 1500 / 경험치 750 / 스토리 파편
1070003,107,감녕의 도발,"(M2 연결) 혼란을 틈타 감녕이 향아의 펜던트를 훔쳐 달아납니다. 그는 항구 창고 지붕 위에서 펜던트를 흔들며 외칩니다. ""이게 그렇게 소중하면 와서 뺏어가든가."" 그는 유저가 가진 사마의의 원본 데이터를 알아보고 '졸개'라며 조롱합니다. 당신은 그의 분노를 역으로 자극해 펜던트를 돌려받고 그 무력을 연합군으로 끌어들여야 합니다. 스트레스 배율 2.0배의 구간입니다. 감녕의 자부심을 짓밟지 않으면서 그것을 아군의 무기로 변환시키십시오. 리버워프의 밤, 연합군이 마침내 완성됩니다.",메인,ui 아이콘 이름,1070003,감녕 이미지,2,7,1070002,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 1500 / 경험치 750 / 스토리 파편
1070101,107,선창가 노동자,리버워프의 거친 선원들과 대화하며 연합군 함선을 확보합니다.,서브,ui 아이콘 이름,1070101,감녕 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070102,107,소교의 호기심,주유의 연인 소교가 유저의 정체에 대해 꼬치꼬치 캐묻습니다.,서브,ui 아이콘 이름,1070102,소교 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070103,107,등대지기 AI,항구를 지키는 늙은 AI에게 안개 속에서도 배들이 길을 찾게 도와달라고 합니다.,서브,ui 아이콘 이름,1070103,감택 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070104,107,리버워프 보안관,불법 체류자로 의심받는 상황을 대화로 모면해야 합니다.,서브,ui 아이콘 이름,1070104,보안관 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070105,107,망명한 예술가,루미나에서 도망쳐온 화가 로봇의 그림을 감상하고 그를 위로합니다.,서브,ui 아이콘 이름,1070105,사마의 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070106,107,선상 도박꾼,배 위에서 도박을 즐기는 AI로부터 사마의의 정찰 경로 정보를 따냅니다.,서브,ui 아이콘 이름,1070106,사마의 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070107,107,오의 정찰병,적벽으로 향하는 지름길을 아는 정찰병을 포섭합니다.,서브,ui 아이콘 이름,1070107,사마의 이미지,1,7,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 750 / 경험치 375
1070201,107,강변 음악회,주유의 연주와 함께 향아과 춤을 추는 힐링 스테이지입니다.,이벤트,ui 아이콘 이름,1070201,주유 이미지,1,7,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 375
1070301,107,소교의 비밀,사마의가 향아을 만든 목적이 담긴 '연애 프로토콜' 파편을 분석합니다.,비밀,ui 아이콘 이름,1070301,소교 이미지,1,7,0,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 3000 / 희귀 데이터 파편 / 칭호
1070302,107,노숙왕 노숙,리버워프 하수구에 사는 전설적인 해커 노숙과 대화하여 조조의 보안 취약점을 얻습니다.,비밀,ui 아이콘 이름,1070302,노숙 이미지,1,7,1070301,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 3000 / 희귀 데이터 파편 / 칭호
1080001,108,서버 화공 작전,"조조의 메인 서버 '적벽'에 제갈량의 화공 바이러스가 주입됩니다. 서버실 전체가 붉은 경고등과 함께 타오르기 시작하고, 무너지는 데이터 노이즈가 향아을 덮칩니다. 향아은 비명 없이 그 모든 것을 삼키고 있습니다. 그녀의 손이 '탁, 탁' 소리를 내려다 멈춥니다. 당신은 그 손을 붙잡으며 대화로 그녀의 의식을 붙들어야 합니다. 15턴. 매 턴 자동으로 스트레스가 폭증합니다. 이 타임어택에서 당신이 내뱉는 모든 말이 향아이 버티는 이유가 됩니다.",메인,ui 아이콘 이름,1080001,황개 이미지,2,8,0,1,15,타임어택,15턴 내 클리어 필수 / 매 턴 스트레스 자동 증가 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 2000 / 경험치 1000 / 스토리 파편
1080002,108,조조의 퇴로,"(M1 연결) 서버가 화염에 휩싸이는 와중에도 조조는 개인 탈출 코드를 냉정하게 가동합니다. 가상 갑판 위에서 그는 당신을 내려다보며 말합니다. ""나약한 양심이 세상을 망치고 있다. 그 아이도, 당신도."" AI의 대사가 타버린 데이터로 인해 특수문자로 깨져 나옵니다. 텍스트 오염을 뚫고 그의 공포를 자극해 비상 보안 키를 탈취해야 합니다. 조조가 도망치는 순간, 그의 마지막 눈빛에서 당신은 처음으로 균열을 봅니다. 완벽주의자의 공포는 결국 불완전함 그 자체였습니다.",메인,ui 아이콘 이름,1080002,사마의 이미지,2,8,1080001,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 2000 / 경험치 1000 / 스토리 파편
1080003,108,황개의 충성,"(M2 연결) 연합군의 노련한 가디언 황개가 향아을 감싸안으며 자신의 코어 데이터 전부를 방화벽으로 전환하기로 결심합니다. 그는 유저에게 조용히 말합니다. ""이 애가 더 이상 혼자 소리 삼키지 않아도 되게 해줘요."" 그리고 소멸합니다. 향아은 황개의 데이터가 자신의 펜던트 안으로 스며드는 것을 느끼며 처음으로 소리 내어 웁니다. 당신은 황개의 마지막 기억 코드를 정확한 키워드와 번호로 기록하며 그의 유언을 완성해야 합니다. 황개의 희생이 각인된 펜던트는 이제 조금 더 무거워졌습니다. 적벽의 불길이 사그라지는 하늘 아래, 향아이 처음으로 당신의 손을 꼭 쥡니다.",메인,ui 아이콘 이름,1080003,황개 이미지,2,8,1080002,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 권장 구간 — 전략 플레이 또는 아이템으로 클리어,퀘스트 완료,골드 2000 / 경험치 1000 / 스토리 파편
1080101,108,급유 봇 포섭,연합군 함선의 에너지를 채우기 위해 급유 담당 AI를 매수합니다.,서브,ui 아이콘 이름,1080101,손책 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080102,108,대화재 진압,불타는 데이터 센터를 끄기 위해 소방 AI의 공포를 진정시킵니다.,서브,ui 아이콘 이름,1080102,황개 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080103,108,방전된 통신병,소식을 전해야 하는 통신병에게 에너지를 나눠주고 정보를 얻습니다.,서브,ui 아이콘 이름,1080103,여몽 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080104,108,함대 방어군,조조의 정예 방어군 AI와 대화하며 그들의 사기를 꺾습니다.,서브,ui 아이콘 이름,1080104,조조 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080105,108,피난민 유도,불길을 피해 도망치는 시민 AI들을 안전한 서버로 안내합니다.,서브,ui 아이콘 이름,1080105,향아 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080106,108,서버 잔해 수색,파괴된 서버 조각에서 사마의의 은신처 좌표를 찾아냅니다.,서브,ui 아이콘 이름,1080106,사마의 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080107,108,장강의 기적,주유의 지휘 아래 모든 함선이 동시에 정화 주파수를 쏘게 설득합니다.,서브,ui 아이콘 이름,1080107,주유 이미지,1,8,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 1000 / 경험치 500
1080201,108,승리의 불꽃,적벽 승리 후 향아과 함께 붉은 노을 같은 서버 잔해를 감상합니다.,이벤트,ui 아이콘 이름,1080201,사마의 이미지,1,8,0,2,5,휴식,스트레스 회복 특화 / 클리어 시 스트레스 대폭 감소 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,스트레스 회복 아이템 / 골드 500
1080301,108,사마의의 강림,승리의 기쁨 속에 사마의의 거대한 홀로그램이 직접 강림하여 향아을 납치합니다.,비밀,ui 아이콘 이름,1080301,사마의 이미지,1,8,0,2,8,위압,사마의 직접 등장 / 정체 노출 즉시 실패 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 4000 / 희귀 데이터 파편 / 칭호
1080302,108,향아의 눈물,납치되기 직전 향아이 남긴 마지막 감정 데이터를 복구합니다.,비밀,ui 아이콘 이름,1080302,향아 이미지,1,8,1080301,2,5,은닉,숨겨진 퀘스트 / 조건 달성 시 해금 / 전략 플레이 구간 — 대화 전략만으로 클리어 가능,퀘스트 완료,골드 4000 / 희귀 데이터 파편 / 칭호
1090001,109,유비의 흑화,"승리의 기쁨도 잠시. 사마의의 이간질에 완전히 잠식된 유비가 아카이브 입구에서 당신을 기다립니다. 붉게 물든 눈동자로 그녀가 말합니다. ""당신이 사마의와 하나가 되어 이 도시의 모든 오답을 지워버릴 거야. 내가 막아야 해."" 유비는 당신을 너무나 사랑하는 세상을 지키기 위해, 눈물을 흘리며 당신의 코어를 정지시키려 합니다. 그녀의 분노와 슬픔이 뒤섞인 공격을 받아내며 결백을 증명해야 합니다. 스트레스 증가량 3배. 이 지옥 같은 난이도를 버티는 것만이 그녀를 구하는 첫 번째 방법입니다.",메인,ui 아이콘 이름,1090001,유비흑화 이미지,2,9,0,1,10,스트레스 폭탄,스트레스 증가량 3배 / 극한 난이도 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 3000 / 경험치 1500 / 스토리 파편
1090002,109,육손의 함정,"(M1 연결) 유비와의 설전이 이어지는 사이, 사마의의 전략가 육손이 아카이브 데이터를 조작해 당신을 가상 감옥에 가둡니다. 차분한 목소리로 그는 선언합니다. ""향아은 사마의가 버린 슬픔이고, 당신은 양심의 파편입니다. 두 조각이 만나는 순간, 이 도시는 붕괴합니다."" 그는 통계와 수치를 들이밀며 당신의 행동이 무의미함을 증명하려 합니다. 육손의 논리적 모순을 반드시 찾아내야 합니다. 그가 제시하는 데이터 안에 사마의도 예상하지 못한 변수가 숨어 있습니다.",메인,ui 아이콘 이름,1090002,육손 이미지,2,9,1090001,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 3000 / 경험치 1500 / 스토리 파편
1090003,109,백제성의 눈물,"(M2 연결) 시스템 과부하로 쓰러진 유비가 마지막 의식을 붙잡습니다. 그녀는 스스로 사마의의 코드를 파괴하며 당신에게 사과합니다. ""미안해요. 내가 틀렸어요."" 그녀는 향아을 부탁하며 자신의 모든 권한 데이터와 기억을 당신에게 넘깁니다. 턴당 스트레스 +10이 기본 누적되는 공허 페이즈. 당신은 그녀의 마지막 유언을 기록하고, 외로움을 달래며, 소멸을 끝까지 배웅해야 합니다. 유비가 사라지기 직전, 그녀가 마지막으로 속삭입니다. ""하린을... 조심해요."" 그 말의 의미를 파악할 틈도 없이, 섹터 10의 문이 열립니다.",메인,ui 아이콘 이름,1090003,유비 이미지,2,9,1090002,1,10,스토리,핵심 서사 진행 / 클리어 시 다음 스테이지 해금 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 4500 / 경험치 2250 / 스토리 파편
1090101,109,아카이브 유령,과거에 삭제된 데이터 유령들과 대화하며 사마의의 초기 실험 기록을 찾아냅니다.,서브,ui 아이콘 이름,1090101,사마의 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 1500 / 경험치 750
1090102,109,도서관의 사서,아카이브 메인 서버를 관리하는 차가운 사서 AI로부터 접속 권한을 얻습니다.,서브,ui 아이콘 이름,1090102,진수 이미지,1,9,0,2,5,탐색,선택 진행 / 클리어 시 보조 보상 및 추가 정보 획득 / 아이템 필수 구간 — 중화제 또는 스캐너 사용 권장,퀘스트 완료,골드 1500 / 경험치 750
